Sn Oxide,,SnSiO2 0.13%,,SnSiO2 0.5%,,SnSiO2 2%,,SnSiO2 6%,
wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity
286.5800128645,14.8258928412,286.5800128645,0.2650542463,286.5800128645,0.4438970769,286.5800128645,2.632106023,286.5800128645,12.8322117379
287.0400128862,14.6789502012,287.0400128862,0.2553991696,287.0400128862,0.4197882473,287.0400128862,2.499251309,287.0400128862,12.6064089812
287.5100129078,14.5321951371,287.5100129078,0.2416775967,287.5100129078,0.3963988651,287.5100129078,2.3700806418,287.5100129078,12.4128298968
287.9700129291,14.3876519804,287.9700129291,0.2325274092,287.9700129291,0.3790619412,287.9700129291,2.2448979083,287.9700129291,12.2222219454
288.4400129527,14.1461328538,288.4400129527,0.2235666384,288.4400129527,0.3569860348,288.4400129527,2.1108385982,288.4400129527,12.0030526206
288.9000129693,13.9083967037,288.9000129693,0.2108652776,288.9000129693,0.3356642225,288.9000129693,1.9935600059,288.9000129693,11.8168724729
289.3600129912,13.673421451,289.3600129912,0.2024110449,289.3600129912,0.3150635775,289.3600129912,1.8799901132,289.3600129912,11.6035229616
289.8300130108,13.4716410386,289.8300130108,0.1903909365,289.8300130108,0.2998236355,289.8300130108,1.7928113857,289.8300130108,11.3631401061
290.2900130324,13.241818746,290.2900130324,0.182418319,290.2900130324,0.2804864073,290.2900130324,1.6969464128,290.2900130324,11.1553180129
290.7600130547,12.9830490456,290.7600130547,0.1746286237,290.7600130547,0.2662159183,290.7600130547,1.5931134417,290.7600130547,10.9211075705
291.2200130749,12.7893589696,291.2200130749,0.1670446886,291.2200130749,0.2523795837,291.2200130749,1.5034021972,291.2200130749,10.6908600693
291.6900130946,12.5968648591,291.6900130946,0.1596412892,291.6900130946,0.2389379867,291.6900130946,1.4164641327,291.6900130946,10.4355826923
292.1500131204,12.4072920107,292.1500131204,0.1524391342,292.1500131204,0.2259211366,292.1500131204,1.3324736422,292.1500131204,10.2119991809
292.6100131397,12.2197457263,292.6100131397,0.1454250731,292.6100131397,0.2133080609,292.6100131397,1.2418403558,292.6100131397,9.9380263293
293.0800131588,12.0040566964,293.0800131588,0.1385879845,293.0800131588,0.20108143,293.0800131588,1.1636988237,293.0800131588,9.747044708
293.5400131806,11.7917730398,293.5400131806,0.1319456032,293.5400131806,0.1892659416,293.5400131806,1.0884085054,293.5400131806,9.507005401
294.0100132044,11.5239179316,294.0100132044,0.1284831713,294.0100132044,0.1778313789,294.0100132044,1.0243087425,294.0100132044,9.2700652522
294.4700132226,11.2890207213,294.4700132226,0.1221255893,294.4700132226,0.1702560835,294.4700132226,0.9624148811,294.4700132226,9.0374708821
294.930013245,11.0293236516,294.930013245,0.1188289893,294.930013245,0.1594931036,294.930013245,0.8946635313,294.930013245,8.8085434443
295.400013261,10.7727138573,295.400013261,0.1155797248,295.400013261,0.1523622984,295.400013261,0.8371911051,295.400013261,8.5580964056
295.8600132846,10.4663365369,295.8600132846,0.1123932083,295.8600132846,0.1422476542,295.8600132846,0.7818528165,295.8600132846,8.3126016835
296.3300133024,10.1913198996,296.3300133024,0.106505139,296.3300133024,0.1355647266,296.3300133024,0.7285203591,296.3300133024,8.0234046442
296.7900133282,9.8951874339,296.7900133282,0.1061752465,296.7900133282,0.1290716836,296.7900133282,0.677277308,296.7900133282,7.8106343693
297.2500133487,9.6820323313,297.2500133487,0.1004884293,297.2500133487,0.1227573334,297.2500133487,0.6280526834,297.2500133487,7.6013686008
297.7200133704,9.3434808406,297.7200133704,0.0975526578,297.7200133704,0.1137854201,297.7200133704,0.5807895037,297.7200133704,7.3724488994
298.1800133896,9.0375804016,298.1800133896,0.0921342913,298.1800133896,0.1079020664,298.1800133896,0.5416541963,298.1800133896,7.1482136623
298.6500134105,8.7616645502,298.6500134105,0.0893454735,298.6500134105,0.1021854384,298.6500134105,0.5039643116,298.6500134105,6.9058156712
299.1100134315,8.5156156768,299.1100134315,0.0866138676,299.1100134315,0.0966480868,299.1100134315,0.4677767401,299.1100134315,6.6902125229
299.5700134531,8.250018117,299.5700134531,0.0839328638,299.5700134531,0.0912812716,299.5700134531,0.4385063903,299.5700134531,6.4576232467
300.0400134718,7.9888908959,300.0400134718,0.081296616,300.0400134718,0.0860777654,300.0400134718,0.4049633573,300.0400134718,6.2294279032
300.5000134905,7.7103443774,300.5000134905,0.0787157201,300.5000134905,0.0810479117,300.5000134905,0.3728782728,300.5000134905,5.9862249712
300.9700135145,7.4595604974,300.9700135145,0.0761790915,300.9700135145,0.0761790915,300.9700135145,0.3470229989,300.9700135145,5.767973988
301.4300135315,7.2141640782,301.4300135315,0.0736966122,301.4300135315,0.0714803,301.4300135315,0.3221942799,301.4300135315,5.554806014
301.8900135522,6.9519269749,301.8900135522,0.071262632,301.8900135522,0.0690868026,301.8900135522,0.2938887812,301.8900135522,5.384334606
302.3600135755,6.6948776611,302.3600135755,0.0710412575,302.3600135755,0.0646349334,302.3600135755,0.2712010513,302.3600135755,5.1792859963
302.8200135985,6.4231015452,302.8200135985,0.0686631049,302.8200135985,0.060348432,302.8200135985,0.2495072395,302.8200135985,4.9974536559
303.280013617,6.1780613391,303.280013617,0.066332468,303.280013617,0.0581766997,303.280013617,0.2287793284,303.280013617,4.7835753733
303.7500136395,5.9182396389,303.7500136395,0.066127351,303.7500136395,0.0541314597,303.7500136395,0.2089950848,303.7500136395,4.5921771555
304.2100136624,5.6651488099,304.2100136624,0.0638511917,304.2100136624,0.0502471006,304.2100136624,0.1901748942,304.2100136624,4.4055495083
304.6700136783,5.418327763,304.6700136783,0.0616215879,304.6700136783,0.0482903924,304.6700136783,0.1756902515,304.6700136783,4.2233392763
305.1400137037,5.1773839185,305.1400137037,0.0614319055,305.1400137037,0.0463752278,305.1400137037,0.1585573825,305.1400137037,4.0616048536
305.6000137222,4.9429591045,305.6000137222,0.0592554637,305.6000137222,0.0445074372,305.6000137222,0.1454392437,305.6000137222,3.8877509745
306.0700137462,4.7143373048,306.0700137462,0.0590736185,306.0700137462,0.0410233462,306.0700137462,0.1329156416,306.0700137462,3.7336003725
306.5300137624,4.4749687567,306.5300137624,0.0569495967,306.5300137624,0.0392806612,306.5300137624,0.1209994879,306.5300137624,3.5526994042
306.9900137875,4.259179493,306.9900137875,0.0548706531,306.9900137875,0.0375808516,306.9900137875,0.1123673987,306.9900137875,3.4065639222
307.4600138064,4.0328683036,307.4600138064,0.0547030248,307.4600138064,0.0359212193,307.4600138064,0.1040723422,307.4600138064,3.2491547833
307.9200138243,3.8136451555,307.9200138243,0.0526752391,307.9200138243,0.0328308277,307.9200138243,0.0936448695,307.9200138243,3.0961334965
308.3800138436,3.6011746909,308.3800138436,0.0506916288,308.3800138436,0.0312943219,308.3800138436,0.0861402072,308.3800138436,2.9334547283
308.8500138657,3.3951796559,308.8500138657,0.0505374638,308.8500138657,0.0297971207,308.8500138657,0.0789647871,308.8500138657,2.7888428977
309.3100138872,3.1817400906,309.3100138872,0.0486037812,309.3100138872,0.0283428331,309.3100138872,0.0721264046,309.3100138872,2.6484802907
309.7700139095,2.9896571187,309.7700139095,0.0484595378,309.7700139095,0.0269290853,309.7700139095,0.0656166171,309.7700139095,2.5248460478
310.2400139336,2.8039164119,310.2400139336,0.0465719622,310.2400139336,0.0255538887,310.2400139336,0.0594287625,310.2400139336,2.3919877256
310.7000139511,2.6248359214,310.7000139511,0.0447303023,310.7000139511,0.0242202883,310.7000139511,0.0554311791,310.7000139511,2.2752739438
311.1600139687,2.4771897013,311.1600139687,0.0445981469,311.1600139687,0.0229262101,311.1600139687,0.0497898856,311.1600139687,2.1618114208
311.6300139906,2.3098341964,311.6300139906,0.0444637226,311.6300139906,0.021669931,311.6300139906,0.0444637226,311.6300139906,2.07429835
312.0900140112,2.1723045558,312.0900140112,0.0426755946,312.0900140112,0.0204539832,312.0900140112,0.041050008,312.0900140112,1.9666283912
312.5500140312,2.0393820631,312.5500140312,0.0425500702,312.5500140312,0.0203938206,312.5500140312,0.0362556811,312.5500140312,1.8729741517
313.0100140507,1.9110279063,313.0100140507,0.0424250988,313.0100140507,0.0192199505,313.0100140507,0.0331995226,313.0100140507,1.7818698393
313.4800140758,1.7976797255,313.4800140758,0.0406867758,313.4800140758,0.0180830115,313.4800140758,0.0302843514,313.4800140758,1.7034947669
313.9400140986,1.6882279582,313.9400140986,0.0421741152,313.9400140986,0.0180300581,313.9400140986,0.0275129952,313.9400140986,1.6272127443
314.4000141161,1.5825188493,314.4000141161,0.0404490082,314.4000141161,0.0169353979,314.4000141161,0.0248821273,314.4000141161,1.5430806774
314.8700141395,1.4804269781,314.8700141395,0.0403283435,314.8700141395,0.0158770564,314.8700141395,0.0235830106,314.8700141395,1.4613248946
315.33001416,1.3821156838,315.33001416,0.0402107683,315.33001416,0.0158307677,315.33001416,0.0211643759,315.33001416,1.3821156838
315.7900141776,1.2963785886,315.7900141776,0.0400937064,315.7900141776,0.0148135532,315.7900141776,0.0188830413,315.7900141776,1.3143213315
316.2600141961,1.2135472957,316.2600141961,0.0399746269,316.2600141961,0.0138320508,316.2600141961,0.0177665009,316.2600141961,1.248342588
316.7200142226,1.1337555623,316.7200142226,0.0383108362,316.7200142226,0.013791901,316.7200142226,0.0156921185,316.7200142226,1.1758208605
317.1800142408,1.0568966166,317.1800142408,0.0381997939,317.1800142408,0.0128504107,317.1800142408,0.0137519258,317.1800142408,1.113905989
317.6400142627,0.9829459978,317.6400142627,0.0365808999,317.6400142627,0.0119447837,317.6400142627,0.0128132182,317.6400142627,1.0458389403
318.1100142803,0.9118221242,318.1100142803,0.036472885,318.1100142803,0.0119095135,318.1100142803,0.0110740246,318.1100142803,0.9877756539
318.5700143012,0.8507844452,318.5700143012,0.0363676308,318.5700143012,0.011042067,318.5700143012,0.010239283,318.5700143012,0.9391209811
319.0300143256,0.7851257955,319.0300143256,0.0362628315,319.0300143256,0.0110102475,319.0300143256,0.0086994548,319.0300143256,0.8918300457
319.5000143482,0.7288467756,319.5000143482,0.0361562212,319.5000143482,0.0101797608,319.5000143482,0.0079661146,319.5000143482,0.8387159094
319.9600143632,0.6748588473,319.9600143632,0.0345958256,319.9600143632,0.0101505113,319.9600143632,0.0072675259,319.9600143632,0.7943225575
320.4200143902,0.6230941916,320.4200143902,0.0344965642,320.4200143902,0.0093577919,320.4200143902,0.0059889868,320.4200143902,0.7512585102
320.8800144051,0.5794016859,320.8800144051,0.0343977295,320.8800144051,0.0085994324,320.8800144051,0.0053895748,320.8800144051,0.7095128893
321.3500144274,0.5373820968,321.3500144274,0.0328830208,321.3500144274,0.0085742961,321.3500144274,0.0048230415,321.3500144274,0.6690332676
321.8100144525,0.4916729384,321.8100144525,0.0327890811,321.8100144525,0.0078521611,321.8100144525,0.004289744,321.8100144525,0.6298947233
322.2700144667,0.4584776587,322.2700144667,0.0326955433,322.2700144667,0.0078297612,322.2700144667,0.0037890716,322.2700144667,0.5861368079
322.7300144933,0.4265321453,322.7300144933,0.0312298277,322.7300144933,0.0071433065,322.7300144933,0.003320752,322.7300144933,0.5497541826
323.2000145077,0.3909895092,323.2000145077,0.0311390644,323.2000145077,0.0071225459,323.2000145077,0.0028843368,323.2000145077,0.5146039424
323.660014536,0.3663268188,323.660014536,0.0310506148,323.660014536,0.0064713238,323.660014536,0.0024799404,323.660014536,0.4860683202
324.1200145507,0.3380711536,324.1200145507,0.0309625416,324.1200145507,0.0064529683,324.1200145507,0.0024729062,324.1200145507,0.4584241332
324.5800145772,0.3152998454,324.5800145772,0.0308748426,324.5800145772,0.0064346907,324.5800145772,0.0021011235,324.5800145772,0.4316641505
325.0500145989,0.2933654386,325.0500145989,0.0307856213,325.0500145989,0.0058195881,325.0500145989,0.0017604254,325.0500145989,0.4057562347
325.5100146185,0.276288051,325.5100146185,0.0293784553,325.5100146185,0.0058031517,325.5100146185,0.0017554534,325.5100146185,0.3807447811
325.9700146358,0.2559060876,325.9700146358,0.0292955977,325.9700146358,0.0052225732,325.9700146358,0.0014466962,325.9700146358,0.3611532348
326.4300146582,0.2400666824,326.4300146582,0.0292130901,326.4300146582,0.0052078645,326.4300146582,0.0011685236,326.4300146582,0.3377033212
326.9000146808,0.2211801404,326.9000146808,0.0278489043,326.9000146808,0.0051929,326.9000146808,0.0011651659,326.9000146808,0.3150838836
327.3600147003,0.2065588791,327.3600147003,0.0277706937,327.3600147003,0.0046475748,327.3600147003,0.0009180395,327.3600147003,0.2974447859
327.8200147205,0.1891722324,327.8200147205,0.0276928122,327.8200147205,0.0046345409,327.8200147205,0.0009154649,327.8200147205,0.2763702611
328.2800147435,0.1757477235,328.2800147435,0.0276152579,328.2800147435,0.004122319,328.2800147435,0.0006989399,328.2800147435,0.2523173023
328.7400147587,0.1598229818,328.7400147587,0.0263005245,328.7400147587,0.0041107905,328.7400147587,0.0005120708,328.7400147587,0.2330491042
329.2100147815,0.1475662042,329.2100147815,0.0262254817,329.2100147815,0.0036310023,329.2100147815,0.0005106097,329.2100147815,0.2180870776
329.6700148047,0.135839444,329.6700148047,0.0261523461,329.6700148047,0.0036208765,329.6700148047,0.0003536012,329.6700148047,0.2002938741
330.130014819,0.1272945549,330.130014819,0.026079516,330.130014819,0.0036107929,330.130014819,0.0003526165,330.130014819,0.1897923026
330.5900148393,0.1190498438,330.5900148393,0.0260069897,330.5900148393,0.0036007514,330.5900148393,0.0003516359,330.5900148393,0.1764368195
331.0600148642,0.1110961969,331.0600148642,0.0259331988,331.0600148642,0.0031557435,331.0600148642,0.0002244084,331.0600148642,0.1666372825
331.5200148865,0.1058648138,331.5200148865,0.024672418,331.5200148865,0.0031469921,331.5200148865,0.0002237861,331.5200148865,0.1571537915
331.9800149089,0.0984163674,331.9800149089,0.0246040919,331.9800149089,0.003138277,331.9800149089,0.0002231664,331.9800149089,0.1479732486
332.4400149241,0.0935263009,332.4400149241,0.0245360492,332.4400149241,0.0031295981,332.4400149241,0.0001251839,332.4400149241,0.1390932494
332.9000149458,0.0887738354,332.9000149458,0.0244682884,332.9000149458,0.0031209552,332.9000149458,0.0001248382,332.9000149458,0.130511409
333.3700149662,0.0820089064,333.3700149662,0.024399344,333.3700149662,0.0027110382,333.3700149662,0.0001244864,333.3700149662,0.1222180295
333.8300149933,0.0775897588,333.8300149933,0.0243321484,333.8300149933,0.002703572,333.8300149933,0.0001241436,333.8300149933,0.1142259188
334.2900150131,0.0733046543,334.2900150131,0.0242652299,334.2900150131,0.0026961367,334.2900150131,0.0001238022,334.2900150131,0.1065249095
334.7500150306,0.0672182976,334.7500150306,0.0241985871,334.7500150306,0.0026887319,334.7500150306,5.48720796365565E-05,334.7500150306,0.0991126938
335.2100150528,0.063258151,335.2100150528,0.0241322185,335.2100150528,0.0023119869,335.2100150528,5.47215839011064E-05,335.2100150528,0.0919869825
335.6800150746,0.0594250476,335.6800150746,0.0229323933,335.6800150746,0.0023055172,335.6800150746,5.45684550927557E-05,335.6800150746,0.0851404321
336.1400150928,0.0557252668,336.1400150928,0.0228696713,336.1400150928,0.0022992114,336.1400150928,5.44192058874723E-05,336.1400150928,0.0785813333
336.6000151148,0.050485196,336.6000151148,0.0228072063,336.6000151148,0.0022929315,336.6000151148,5.42705681591208E-05,336.6000151148,0.0742964078
337.0600151349,0.0424320702,337.0600151349,0.0216490154,337.0600151349,0.0019484114,337.0600151349,1.35306346429867E-05,337.0600151349,0.0625656546
337.5200151574,0.039347858,337.5200151574,0.0226830416,337.5200151574,0.0019431041,337.5200151574,1.34937784532277E-05,337.5200151574,0.0587788989
337.9800151778,0.0363879244,337.9800151778,0.0215313162,337.9800151778,0.0016283058,337.9800151778,1.34570726478762E-05,337.9800151778,0.0551201696
338.450015195,0.0349047005,338.450015195,0.0214715574,338.450015195,0.0016237865,338.450015195,1.34197233640565E-05,338.450015195,0.0499347906
338.9100152213,0.0321333492,338.9100152213,0.0214133106,338.9100152213,0.0016193816,338.9100152213,1.33833191067917E-05,338.9100152213,0.0465873338
339.3700152346,0.0294836617,339.3700152346,0.0213553005,339.3700152346,0.0016149946,339.3700152346,0,339.3700152346,0.043364607
339.8300152594,0.0281659778,339.8300152594,0.0212975257,339.8300152594,0.0016106254,339.8300152594,0,339.8300152594,0.0402656346
340.2900152826,0.0293244545,340.2900152826,0.0212399852,340.2900152826,0.0016062739,340.2900152826,0,340.2900152826,0.040156847
340.7500152999,0.028014091,340.7500152999,0.0211826775,340.7500152999,0.00160194,340.7500152999,0,340.7500152999,0.0371888381
341.2200153249,0.0255604795,341.2200153249,0.0211243632,341.2200153249,0.00159753,341.2200153249,0,341.2200153249,0.0343402929
341.6800153369,0.0243461557,341.6800153369,0.0210675225,341.6800153369,0.0015932314,341.6800153369,0,341.6800153369,0.0329180039
342.1400153664,0.0231645293,342.1400153664,0.0210109109,342.1400153664,0.0015889501,342.1400153664,0,342.1400153664,0.0302557117
342.6000153867,0.0220153501,342.6000153867,0.0209545272,342.6000153867,0.0013096579,342.6000153867,0,342.6000153867,0.0277123622
343.0600154071,0.0208983701,343.0600154071,0.0208983701,343.0600154071,0.0013061481,343.0600154071,0,343.0600154071,0.0264494997
